prometa 1
ppfeijoo 1
quizá 1
co/yvfpwxkycb 1
co/otlky9ason 1
ignorante 1
persona 1
mala 1
catalán: 1
wert 1
estalla 1
enfadado 1
porque 1
habla 1
poquirritiiiín 1
«es 1
último 1
insulto 1
podía 1
recibir 1
dicen 1
adoctrina 1
escuelas 1
co/9ut77m18tv 1
viva 1
boina 1
intenté 1
stats 1
localizaciones 1
únicos 1
geo 1
de: 1
madrid/soto 1
real/vigo 1
tardà 1
duda 1
terrible 1
nunca 1
seremos 1
españoles 1
:^ 1
co/3h8wh3sfhl 1
ies 1
as 1
bizocas 1
impulsa 1
semana 1
dedicada 1
co/vkq2maebak 1
varios 1
talleres 1
obligan 1
sustituir 1
clases 1
co/city1ruqjp 1
presidente 1
da 1
inconsecuente 1
entra 1
partido 1
popular 1
idioma 1
iletrado 1
ese 1
co/xgqlvhsshv 1
co/n7nkvt9joo 1
falso 1
vota 1
favor 1
puede 1
admitir 1
sistema 1
democrático 1
gobiernos 1
academias 1
pueden 1
moldear 1
gusto 1
sociedad 1
c 1
rodríguez 1
puro 1
estilo 1
hitler 1
¿que 1
tomar 1
parar 1
esos 1
nazis 1
jardín 1
pazo 1
faramello 1
co/lrdtx2yslw 1
co/hxs7581f8h 1
co/smmjz51wpl 1
galegote 1
rock 1
promocionar 1
bandas 1
cantan 1
igual 1
tardá 1
co/fhaalyxknn 1
@areasantiagotmo 1
castellano 2
alonso 2
rag 2
gallega 2
sin 2
28 2
dice 2
@societatcc 2
@pepe__domingo 2
promueve 2
¿por 2
co/ttfuwmzbsu 2
desde 2
co/sdaqbqt… 2
gallegos 2
3 2
algo 2
ti 2
hacer 2
diciembre 2
negocio 2
¿¿ya 2
político 2
rival 2
después 2
cargar 2
payaso 2
nuestros 2
¿eso 2
decir 2
acabó 2
dar 2
contenidos 2
ciudadano 2
anunciado 2
tienen 2
co/rqdwkwbi4h 2
pasará 2
breve 2
co/ugus4reay8 2
@basajaun_2009: 2
hacen 2
falta 2
hace 2
@elentirvigo: 2
galego 2
@lezoblas 2
padres 2
como 2
refrescante 2
co/ejxohoohns 2
son 2
nazismo 2
@luismontes68 2
@racle7 2
reves 2
sido 2
hubiese 2
veces 2
imaginaos 2
mencion 2
gloria 2
cuatro 2
@soniasi02 2
sexta 2
montero 2
europa 2
+ 2
esto 2
inmersión 2
sí 2
mas 2
medidas 2
tonto 2
estudiando 2
mira 2
así 2
me 2
franco 3
hoy 3
será 3
bng 3
playas 3
vence 3
comunidad 3
pero 3
este 3
autónoma 3
país 3
si 3
logrado 3
inevitablemente 3
@papapitufo74 3
pelma 3
@elentirvigo 3
q 3
todo 3
eso 3
nacionalismo 3
@plazaeme 3
contra 3
irreverente 3
fanático 3
ya 3
aquí 3
faltan 3
f 3
4 3
terminar 3
autonomias 3
limpiar 3
traidores 3
co/4vfcqhf5bo 4
e 4
retirar 4
edificios 4
públicos 4
colegios 4
incluidos 4
exige 4
hablar 4
… 4
quiere 4
campaña 4
española 4
tiene 4
junta 5
azules 5
esteladas 5
feijóo 5
131 5
banderas 5
qué 5
lengua 5
gallego 5
o 6
electoral 6
lo 6
internet 6
red 6
gal 6
hala 6
implanta 6
feo 6
https://t 7
del 7
con 7
ha 7
toda 7
c… 7
xunta 7
su 7
ser 7
@fundjoseantonio 7
español 7
al 7
basura 8
bilingüe 8
co/xfmg0xjbff 8
icv 8
erc 8
ciu 8
co… 8
acoso 8
más 8
familia 8
españa 8
pedir 8
dominio 8
mataró 8
cup 8
no 9
educación 9
galicia 9
ni 11
muy 12
los 12
un 13
para 14
se 15
las 18
@galiciabilingue: 20
una 20
por 22
rt 27
es 29
y 31
 33
a 36
que 38
@galiciabilingue 40
en 40
el 41
la 50
//t 69
de 69
